PeakID (cmd=annotatePeaks.pl shared_777_mESC_peaks_EGFP_clone2_3_over_21_3163_mm10_vM25.bed mm10),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
2888,chr9,14751415,14752167,+,0,NA,"exon (NM_010242, exon 1 of 1)","exon (NM_010242, exon 1 of 1)",331,NM_010242,14345,,NM_010242,ENSMUSG00000049307,Fut4,CD15|FAL|FucT-IV|LeX|SSEA-1|Ssea1,fucosyltransferase 4,protein-coding
3144,chrX,168673774,168674020,+,0,NA,promoter-TSS (NM_010832),promoter-TSS (NM_010832),-25,NM_001370795,17692,,NM_010832,ENSMUSG00000031358,Msl3,Msl31|Msl3l1,MSL complex subunit 3,protein-coding
2911,chr9,35773241,35773601,+,0,NA,Intergenic,L1Md_T|LINE|L1,4688,NM_001167673,100312986,,NM_001167673,ENSMUSG00000090738,Pate7,Gm17727|Pate-e,prostate and testis expressed 7,protein-coding
1200,chr17,26438652,26439495,+,0,NA,"exon (NM_001081656, exon 3 of 5)","exon (NM_001081656, exon 3 of 5)",24214,NM_001081656,240055,,NM_001081656,ENSMUSG00000034413,Neurl1b,C230078M08Rik|EG240055,neuralized E3 ubiquitin protein ligase 1B,protein-coding
1581,chr2,74698010,74698672,+,0,NA,"exon (NM_013555, exon 1 of 2)","exon (NM_013555, exon 1 of 2)",578,NM_013555,15438,,NM_013555,ENSMUSG00000043342,Hoxd9,Hox-4.4|Hox-5.2,homeobox D9,protein-coding
2867,chr9,3003340,3003666,+,0,NA,Intergenic,GSAT_MM|Satellite|Satellite,35240,NR_039546,100628572,,NR_039546,ENSMUSG00000106183,Mir101c,mir-101c|mmu-mir-101c,microRNA 101c,ncRNA
2808,chr8,123065435,123065775,+,0,NA,promoter-TSS (NR_157166),promoter-TSS (NR_157166),97,NM_001364435,234847,,NM_153176,ENSMUSG00000000738,Spg7,Cmar|PGN,"SPG7, paraplegin matrix AAA peptidase subunit",protein-coding
2418,chr6,124414347,124415218,+,0,NA,promoter-TSS (NM_001277330),promoter-TSS (NM_001277330),81,NM_001277330,19305,,NM_008995,ENSMUSG00000005069,Pex5,ESTM1|PTS1-BP|PTS1R|PXR1P|Pxr1,peroxisomal biogenesis factor 5,protein-coding
2480,chr7,19665015,19665308,+,0,NA,promoter-TSS (NM_019649),promoter-TSS (NM_019649),-131,NM_019649,56457,,NM_019649,ENSMUSG00000002981,Clptm1,HS9|N14,cleft lip and palate associated transmembrane protein 1,protein-coding
2884,chr9,3403958,3404326,+,0,NA,promoter-TSS (NM_027545),promoter-TSS (NM_027545),57,NM_027545,244672,,NM_027545,ENSMUSG00000025898,Cwf19l2,3230401L03Rik|9030209E10,CWF19 like cell cycle control factor 2,protein-coding
2576,chr7,81933639,81933946,+,0,NA,"intron (NM_013886, intron 1 of 5)",CpG,667,NM_013886,29877,,NM_013886,ENSMUSG00000025104,Hdgfl3,2700022B06Rik|HRP-3|Hdgfrp3,HDGF like 3,protein-coding
2589,chr7,98309541,98309978,+,0,NA,promoter-TSS (NM_025408),promoter-TSS (NM_025408),-217,NM_001360617,66190,,NM_025408,ENSMUSG00000030760,Acer3,1110057L18Rik|5430429L08Rik|Phca|aPHC,alkaline ceramidase 3,protein-coding
1229,chr17,34957550,34958837,+,0,NA,"exon (NM_010478, exon 1 of 1)","exon (NM_010478, exon 1 of 1)",1045,NM_010478,15511,,NM_010478,ENSMUSG00000090877,Hspa1b,HSP70B1|Hsp70|Hsp70-1|Hsp70.1|hsp68,heat shock protein 1B,protein-coding
2281,chr5,147408708,147409431,+,0,NA,Intergenic,Intergenic,-8580,NM_010229,14255,,NM_010229,ENSMUSG00000042817,Flt3,B230315G04|CD135|Flk-2|Flk2|Flt-3|Ly72|wmfl,FMS-like tyrosine kinase 3,protein-coding
2895,chr9,21184058,21184536,+,0,NA,"5' UTR (NM_001310750, exon 1 of 15)","5' UTR (NM_001310750, exon 1 of 15)",196,NM_001310750,18577,,NM_019798,ENSMUSG00000032177,Pde4a,D9Ertd60e|Dpde2,"phosphodiesterase 4A, cAMP specific",protein-coding
250,chr10,80491078,80491628,+,0,NA,Intergenic,CpG,-3553,NM_139226,246086,,NM_139226,ENSMUSG00000045518,Onecut3,OC-3|Oc3,"one cut domain, family member 3",protein-coding
2460,chr7,12834654,12835451,+,0,NA,"5' UTR (NM_022981, exon 1 of 8)","5' UTR (NM_022981, exon 1 of 8)",291,NM_022981,65020,,NM_022981,ENSMUSG00000058638,Zfp110,2900024E01Rik|NRIF|Nrif1,zinc finger protein 110,protein-coding
2939,chr9,54699151,54700073,+,0,NA,promoter-TSS (NM_021422),promoter-TSS (NM_021422),53,NM_021422,58233,,NM_021422,ENSMUSG00000032285,Dnaja4,1110021L12Rik|Dj4|Hsj4|mmDjA4,DnaJ heat shock protein family (Hsp40) member A4,protein-coding
456,chr11,94490980,94491786,+,0,NA,"exon (NM_001361558, exon 9 of 9)","exon (NM_001361558, exon 9 of 9)",-6073,NM_144827,217116,,NM_144827,ENSMUSG00000020867,Spata20,Tisp78,spermatogenesis associated 20,protein-coding
2973,chr9,69989363,69989853,+,0,NA,"5' UTR (NM_001374750, exon 1 of 9)","5' UTR (NM_001374750, exon 1 of 9)",104,NM_001374750,12175,,NM_016787,ENSMUSG00000011958,Bnip2,5730523P12Rik|BNIP2beta|Nip21,BCL2/adenovirus E1B interacting protein 2,protein-coding
2750,chr8,84798942,84799699,+,0,NA,"intron (NM_001371053, intron 1 of 10)",CpG,1048,NM_001081982,18032,,NM_010906,ENSMUSG00000001911,Nfix,CTF|NF-I/X|NF1-X|NFI-X,nuclear factor I/X,protein-coding
2015,chr4,114986688,114987083,+,0,NA,"intron (NM_025647, intron 1 of 5)",CpG,343,NM_025647,66588,,NM_025647,ENSMUSG00000028719,Cmpk1,0610011D08Rik|CK|Cmpk|UMP-CMPk,cytidine/uridine monophosphate kinase 1,protein-coding
2790,chr8,115705789,115706929,+,0,NA,"exon (NM_001025577, exon 1 of 1)","exon (NM_001025577, exon 1 of 1)",535,NM_001025577,17132,,NM_001025577,ENSMUSG00000055435,Maf,2810401A20Rik|A230108G15Rik|c-maf,MAF bZIP transcription factor,protein-coding
754,chr13,54956114,54956558,+,0,NA,"intron (NM_153131, intron 1 of 15)","intron (NM_153131, intron 1 of 15)",6925,NM_153131,107448,,NM_153131,ENSMUSG00000025876,Unc5a,Unc5h1|mKIAA1976,unc-5 netrin receptor A,protein-coding
40,chr1,14506566,14507363,+,0,NA,Intergenic,CpG,-196765,NM_001310459,14048,,NM_010164,ENSMUSG00000025932,Eya1,bor,EYA transcriptional coactivator and phosphatase 1,protein-coding
2299,chr6,23480207,23480511,+,0,NA,"intron (NM_001252107, intron 8 of 13)",L1Md_A|LINE|L1,169946,NM_198251,386611,,NM_198251,ENSMUSG00000051956,Rnf133,Greul2,ring finger protein 133,protein-coding
1110,chr16,30599735,30599958,+,0,NA,"5' UTR (NM_177632, exon 1 of 1)","5' UTR (NM_177632, exon 1 of 1)",123,NM_177632,224093,,NM_177632,ENSMUSG00000046546,Fam43a,Tuf1,"family with sequence similarity 43, member A",protein-coding
1407,chr19,5715691,5716203,+,0,NA,"exon (NM_001114595, exon 11 of 18)","exon (NM_001114595, exon 11 of 18)",10332,NM_001381901,114601,,NM_053252,ENSMUSG00000024937,Ehbp1l1,G430002G23Rik,EH domain binding protein 1-like 1,protein-coding
2638,chr7,137410484,137410841,+,0,NA,promoter-TSS (NM_029886),promoter-TSS (NM_029886),94,NM_029886,77252,,NM_029886,ENSMUSG00000040139,9430038I01Rik,-,RIKEN cDNA 9430038I01 gene,protein-coding
1433,chr19,25505621,25506663,+,0,NA,"exon (NM_015826, exon 1 of 5)","exon (NM_015826, exon 1 of 5)",436,NM_015826,50796,,NM_015826,ENSMUSG00000024837,Dmrt1,-,doublesex and mab-3 related transcription factor 1,protein-coding
542,chr11,116694259,116695075,+,0,NA,promoter-TSS (NM_009180),promoter-TSS (NM_009180),-7,NM_009180,20446,,NM_009180,ENSMUSG00000057286,St6galnac2,II|ST6GalNAc|Siat7|Siat7b,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",protein-coding
2490,chr7,27397440,27398617,+,0,NA,"exon (NM_032610, exon 18 of 36)","exon (NM_032610, exon 18 of 36)",-1475,NM_001199236,80297,,NM_032610,ENSMUSG00000011751,Sptbn4,1700022P15Rik|5830426A08Rik|ROSA62|SpbIV|Spnb4|dyn|lnd|nmf261|nmf379|qv,"spectrin beta, non-erythrocytic 4",protein-coding
1148,chr16,91226463,91227516,+,0,NA,"exon (NM_016967, exon 2 of 2)","exon (NM_016967, exon 2 of 2)",1439,NM_016967,50913,,NM_016967,ENSMUSG00000039830,Olig2,Bhlhb1|Olg-2|Oligo2|RK17|bHLHe19,oligodendrocyte transcription factor 2,protein-coding
2066,chr4,133251440,133251692,+,0,NA,"intron (NM_016693, intron 24 of 28)",CpG,10748,NM_016693,53608,,NM_016693,ENSMUSG00000028862,Map3k6,Ask2|MAPKKK6|MEKK6,mitogen-activated protein kinase kinase kinase 6,protein-coding
2048,chr4,128884098,128884573,+,0,NA,"exon (NM_178110, exon 1 of 5)","exon (NM_178110, exon 1 of 5)",291,NM_001370756,67525,,NM_178110,ENSMUSG00000041000,Trim62,6330414G21Rik|Dear1,tripartite motif-containing 62,protein-coding
1927,chr4,22487089,22488487,+,0,NA,"exon (NM_008899, exon 1 of 1)","exon (NM_008899, exon 1 of 1)",578,NM_008899,18992,,NM_008899,ENSMUSG00000095139,Pou3f2,9430075J19Rik|A230098E07Rik|Brn-2|Brn2|OTF-7|Otf7|oct-7,"POU domain, class 3, transcription factor 2",protein-coding
2605,chr7,113206889,113208561,+,0,NA,"intron (NM_001368412, intron 1 of 20)",CpG,214,NM_001368412,11865,,NM_007489,ENSMUSG00000055116,Bmal1,Arnt3|Arntl|BMAL1b|MOP3|bHLHe5|bmal1b',basic helix-loop-helix ARNT like 1,protein-coding
2501,chr7,28732323,28733030,+,0,NA,"exon (NM_015796, exon 3 of 7)","exon (NM_015796, exon 3 of 7)",8145,NM_001360254,24030,,NM_011885,ENSMUSG00000045948,Mrps12,Rpms12|rps12,mitochondrial ribosomal protein S12,protein-coding
2724,chr8,71480590,71481643,+,0,NA,"exon (NM_001164679, exon 13 of 17)","exon (NM_001164679, exon 13 of 17)",4951,NM_001164679,382014,,NM_001164679,ENSMUSG00000034863,Ano8,Tmem16h,anoctamin 8,protein-coding
2257,chr5,130144098,130144513,+,0,NA,promoter-TSS (NM_172509),promoter-TSS (NM_172509),-578,NM_172509,212919,,NM_172509,ENSMUSG00000034110,Kctd7,4932409E18|9430010P06Rik,potassium channel tetramerisation domain containing 7,protein-coding
2483,chr7,25010334,25010674,+,0,NA,"exon (NM_008168, exon 20 of 20)","exon (NM_008168, exon 20 of 20)",-4567,NM_001290469,232975,,NM_144921,ENSMUSG00000040907,Atp1a3,Atpa-2,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",protein-coding
2574,chr7,81610065,81610368,+,0,NA,"3' UTR (NM_011983, exon 9 of 9)","3' UTR (NM_011983, exon 9 of 9)",3152,NR_162810,114482937,,NR_162810,,Mir12203,Gm51279|mmu-mir-12203,microRNA 12203,ncRNA
2200,chr5,75152924,75153508,+,0,NA,"5' UTR (NM_001347719, exon 1 of 16)","5' UTR (NM_001347719, exon 1 of 16)",280,NM_001347719,18595,,NM_011058,ENSMUSG00000029231,Pdgfra,CD140a|Pdgfr-2,"platelet derived growth factor receptor, alpha polypeptide",protein-coding
1887,chr3,138526411,138526738,+,0,NA,promoter-TSS (NM_001313980),promoter-TSS (NM_001313980),153,NR_035481,100316706,,NR_035481,ENSMUSG00000088373,Mir1956,mir-1956|mmu-mir-1956,microRNA 1956,ncRNA
787,chr13,92131231,92131928,+,0,NA,"5' UTR (NM_009027, exon 1 of 24)","5' UTR (NM_009027, exon 1 of 24)",249,NM_009027,19418,,NM_009027,ENSMUSG00000021708,Rasgrf2,6330417G04Rik|Grf2|Ras-GRF2,RAS protein-specific guanine nucleotide-releasing factor 2,protein-coding
79,chr1,62295787,62296009,+,0,NA,"intron (NM_001081050, intron 16 of 22)",L1Md_T|LINE|L1,-159789,NR_151537,105243940,,NR_151537,ENSMUSG00000085019,Pard3bos2,Gm12747,"par-3 family cell polarity regulator beta, opposite strand 2",ncRNA
1019,chr15,81858294,81859305,+,0,NA,promoter-TSS (NM_020507),promoter-TSS (NM_020507),-473,NM_020507,57259,,NM_020507,ENSMUSG00000048546,Tob2,2900090N22Rik|4930545K18Rik|mKIAA1663,"transducer of ERBB2, 2",protein-coding
1081,chr16,10313700,10314081,+,0,NA,promoter-TSS (NM_007929),promoter-TSS (NM_007929),78,NM_007929,13731,,NM_007929,ENSMUSG00000022505,Emp2,XMP,epithelial membrane protein 2,protein-coding
1642,chr2,126875787,126876416,+,0,NA,"5' UTR (NM_001164325, exon 1 of 39)","5' UTR (NM_001164325, exon 1 of 39)",160,NM_001164325,58800,,NM_021450,ENSMUSG00000027365,Trpm7,2310022G15Rik|4833414K03Rik|5033407O22Rik|CHAK|CHAK1|LTrpC-7|Ltpr7|Ltrpc7|TRPPLIK,"transient receptor potential cation channel, subfamily M, member 7",protein-coding
1590,chr2,77816063,77816554,+,0,NA,"intron (NM_178723, intron 1 of 9)","intron (NM_178723, intron 1 of 9)",508,NM_178723,241494,,NM_178723,ENSMUSG00000027016,Zfp385b,B830010L13Rik|C130013B13Rik|Zfp533|Znf385b,zinc finger protein 385B,protein-coding
807,chr13,109372374,109372819,+,0,NA,"intron (NM_011056, intron 3 of 16)",L1Md_T|LINE|L1,47852,NR_030644,100124489,,NR_030644,ENSMUSG00000076946,Mir582,Mirn582|mir-582|mmu-mir-582,microRNA 582,ncRNA
2511,chr7,30972981,30973355,+,0,NA,promoter-TSS (NM_001377036),promoter-TSS (NM_001377036),301,NM_017405,54135,,NM_017405,ENSMUSG00000001247,Lsr,ILDR3|Lisch7,lipolysis stimulated lipoprotein receptor,protein-coding
2271,chr5,139540242,139540866,+,0,NA,"intron (NR_040701, intron 3 of 3)",CpG,-3344,NM_013702,22255,,NM_013702,ENSMUSG00000029546,Uncx,Chx4|Uncx4.1,UNC homeobox,protein-coding
1702,chr2,163853217,163854310,+,0,NA,promoter-TSS (NM_001030292),promoter-TSS (NM_001030292),13,NM_001030292,241769,,NM_001030292,ENSMUSG00000035238,Kcnk15,KCNK11|KCNK14|KT3.3|TASK5,"potassium channel, subfamily K, member 15",protein-coding
1412,chr19,6427447,6428672,+,0,NA,"exon (NM_001205235, exon 2 of 22)","exon (NM_001205235, exon 2 of 22)",9303,NM_020253,18190,,NM_020253,ENSMUSG00000033768,Nrxn2,6430591O13Rik|mKIAA0921,neurexin II,protein-coding
961,chr15,14169651,14169707,+,0,NA,Intergenic,L1Md_Gf|LINE|L1,-996004,NM_007666,12563,,NM_007666,ENSMUSG00000039385,Cdh6,cad6,cadherin 6,protein-coding
823,chr13,119601897,119602363,+,0,NA,"intron (NM_001370626, intron 2 of 2)","intron (NM_001370626, intron 2 of 2)",-21689,NM_020279,56838,,NM_020279,ENSMUSG00000074715,Ccl28,CCK1|MEC|Scya28,C-C motif chemokine ligand 28,protein-coding
1069,chr15,102257276,102257525,+,0,NA,"5' UTR (NM_011244, exon 1 of 10)","5' UTR (NM_011244, exon 1 of 10)",122,NM_011244,19411,,NM_011244,ENSMUSG00000001288,Rarg,Nr1b3|RAR-gamma|RARD|RARgamma2,"retinoic acid receptor, gamma",protein-coding
2662,chr7,145340994,145341371,+,0,NA,Intergenic,(TTAGGG)n|Simple_repeat|Simple_repeat,26347,NM_203490,211578,,NM_203490,ENSMUSG00000051207,Mrgprd,Gm499|Mgrd|MrgD|TGR7,"MAS-related GPR, member D",protein-coding
835,chr14,8172640,8172921,+,0,NA,"exon (NM_024221, exon 2 of 10)","exon (NM_024221, exon 2 of 10)",212,NM_024221,68263,,NM_024221,ENSMUSG00000021748,Pdhb,2610103L06Rik,pyruvate dehydrogenase (lipoamide) beta,protein-coding
2168,chr5,35388781,35389370,+,0,NA,promoter-TSS (NR_152157),promoter-TSS (NR_152157),214,NM_010445,15371,,NM_010445,ENSMUSG00000067438,Hmx1,Nkx5-3,H6 homeobox 1,protein-coding
1668,chr2,147083762,147085047,+,0,NA,"exon (NM_023504, exon 2 of 2)","exon (NM_023504, exon 2 of 2)",941,NM_023504,228731,,NM_023504,ENSMUSG00000054160,Nkx2-4,1700001P03Rik|Nkx-2.4|tinman,NK2 homeobox 4,protein-coding
215,chr10,40141590,40142347,+,0,NA,"exon (NM_001114332, exon 1 of 6)","exon (NM_001114332, exon 1 of 6)",286,NM_001114332,72472,,NM_028247,ENSMUSG00000019838,Slc16a10,2610103N14Rik|9830169E08|Mct10|PRO0813|TAT1,"solute carrier family 16 (monocarboxylic acid transporters), member 10",protein-coding
2474,chr7,19201517,19202288,+,0,NA,"exon (NM_001347582, exon 18 of 22)","exon (NM_001347582, exon 18 of 22)",-10636,NM_175668,319197,,NM_175668,ENSMUSG00000044317,Gpr4,-,G protein-coupled receptor 4,protein-coding
2470,chr7,16944736,16945800,+,0,NA,"exon (NM_001099636, exon 1 of 1)","exon (NM_001099636, exon 1 of 1)",586,NM_001099636,434128,,NM_001099636,ENSMUSG00000070802,Pnma8b,EG434128|Pnmal2,PNMA family member 8B,protein-coding
1450,chr19,38097014,38097731,+,0,NA,"exon (NM_181748, exon 1 of 3)","exon (NM_181748, exon 1 of 3)",293,NM_181748,107221,,NM_181748,ENSMUSG00000054200,Ffar4,Ffa4|GT01|Gpr120|Gpr129|KPG_013|O3far1|Pgr4,free fatty acid receptor 4,protein-coding
1881,chr3,131106537,131107173,+,0,NA,Intergenic,Intergenic,-3442,NM_001276402,16842,,NM_010703,ENSMUSG00000027985,Lef1,3000002B05|Lef-1,lymphoid enhancer binding factor 1,protein-coding
2303,chr6,29507333,29508179,+,0,NA,"intron (NM_001029985, intron 1 of 37)",CpG,196,NM_001029985,333088,,NM_001029985,ENSMUSG00000059022,Kcp,CRIM-2|Crim2|Gm793|KCP-1,kielin/chordin-like protein,protein-coding
1008,chr15,79042770,79043100,+,0,NA,TTS (NM_001161712),TTS (NM_001161712),1050,NM_015738,14429,,NM_015738,ENSMUSG00000114755,Galr3,Galnr3,galanin receptor 3,protein-coding
2237,chr5,114567880,114568552,+,0,NA,promoter-TSS (NM_001004180),promoter-TSS (NM_001004180),-35,NM_001004180,433940,,NM_001004180,ENSMUSG00000041930,Fam222a,-,"family with sequence similarity 222, member A",protein-coding
501,chr11,102280940,102281215,+,0,NA,Intergenic,Lx5|LINE|L1,-3874,NM_001302505,72053,,NM_028076,ENSMUSG00000034757,Tmub2,2010008E23Rik,transmembrane and ubiquitin-like domain containing 2,protein-coding
573,chr12,20815270,20815973,+,0,NA,"non-coding (NR_015521, exon 1 of 2)","non-coding (NR_015521, exon 1 of 2)",158,NR_015521,69513,,NR_015521,ENSMUSG00000099759,1700030C10Rik,-,RIKEN cDNA 1700030C10 gene,ncRNA
404,chr11,70763910,70764595,+,0,NA,promoter-TSS (NM_177565),promoter-TSS (NM_177565),-195,NM_177565,193043,,NM_177565,ENSMUSG00000043602,Zfp3,B230309J24|Fnp-1|Zfp-3,zinc finger protein 3,protein-coding
1657,chr2,133552193,133553529,+,0,NA,"5' UTR (NM_007553, exon 1 of 3)","5' UTR (NM_007553, exon 1 of 3)",702,NM_007553,12156,,NM_007553,ENSMUSG00000027358,Bmp2,Bmp2a,bone morphogenetic protein 2,protein-coding
1410,chr19,6306449,6306933,+,0,NA,"5' UTR (NM_001033342, exon 1 of 37)","5' UTR (NM_001033342, exon 1 of 37)",234,NM_001033342,240505,,NM_001033342,ENSMUSG00000024769,Cdc42bpg,MRCKgamma,CDC42 binding protein kinase gamma,protein-coding
2969,chr9,66834966,66835573,+,0,NA,promoter-TSS (NM_026674),promoter-TSS (NM_026674),-563,NM_026674,68318,,NM_026674,ENSMUSG00000053040,Aph1c,-,"aph1 homolog C, gamma secretase subunit",protein-coding
2443,chr6,148354762,148355248,+,0,NA,"non-coding (NR_003634, exon 1 of 1)","non-coding (NR_003634, exon 1 of 1)",349,NR_003634,66184,,NM_025405,,Rps4l,1110033J19Rik|Rps4y2,ribosomal protein S4-like,pseudo
1204,chr17,27622663,27623791,+,0,NA,promoter-TSS (NM_001291046),promoter-TSS (NM_001291046),225,NM_019837,56409,,NM_019837,ENSMUSG00000024213,Nudt3,1110011B09Rik|Dipp|Dipp1,nudix hydrolase 3,protein-coding
761,chr13,56251344,56252053,+,0,NA,"exon (NM_010896, exon 1 of 1)","exon (NM_010896, exon 1 of 1)",482,NM_010896,18014,,NM_010896,ENSMUSG00000048904,Neurog1,AKA|Math4C|Neurod3|bHLHa6|ngn1,neurogenin 1,protein-coding
827,chr14,5148976,5149221,+,0,NA,"exon (NM_001379607, exon 1 of 5).2","exon (NM_001379607, exon 1 of 5).2",441,NR_166826,100041735,,NM_001256885,ENSMUSG00000095295,Gm3488,100041747|Gm3494,"predicted gene, 3488",protein-coding
424,chr11,76622840,76623523,+,0,NA,Intergenic,CpG,-45442,NM_198894,109934,,NM_198018,ENSMUSG00000017631,Abr,-,active BCR-related gene,protein-coding
2738,chr8,82719245,82719591,+,0,NA,Intergenic,L1Md_T|LINE|L1,54727,NM_001368346,30932,,NM_145600,ENSMUSG00000031711,Zfp330,Noa36|Znf330,zinc finger protein 330,protein-coding
71,chr1,56969520,56969975,+,0,NA,"exon (NM_001358581, exon 3 of 12)","exon (NM_001358581, exon 3 of 12)",1587,NM_139146,212712,,NM_139146,ENSMUSG00000038331,Satb2,BAP002|mKIAA1034,special AT-rich sequence binding protein 2,protein-coding
2960,chr9,64020957,64021648,+,0,NA,"5' UTR (NM_008542, exon 1 of 4)","5' UTR (NM_008542, exon 1 of 4)",757,NM_008542,17130,,NM_008542,ENSMUSG00000036867,Smad6,Madh6|b2b390Clo,SMAD family member 6,protein-coding
2478,chr7,19586196,19586460,+,0,NA,"intron (NR_125832, intron 13 of 20)","intron (NR_125832, intron 13 of 20)",9041,NM_022409,63872,,NM_022409,ENSMUSG00000011267,Zfp296,2210018A16Rik|Znf296,zinc finger protein 296,protein-coding
2002,chr4,108459344,108459682,+,0,NA,promoter-TSS (NM_001379664),promoter-TSS (NM_001379664),103,NM_175472,230594,,NM_175472,ENSMUSG00000034610,Tut4,6030404K05Rik|9230115F04Rik|PPAPD3|Tent3a|Zcchc11|mKIAA0191,terminal uridylyl transferase 4,protein-coding
418,chr11,74925743,74926192,+,0,NA,promoter-TSS (NM_013761),promoter-TSS (NM_013761),-19,NM_001362742,27364,,NM_013761,ENSMUSG00000001323,Srr,M100034|Rgsc34|Srs,serine racemase,protein-coding
1828,chr3,95161318,95161778,+,0,NA,"intron (NR_073550, intron 1 of 18)",CpG,1128,NR_073551,20360,,NM_011351,ENSMUSG00000038777,Sema6c,Semay|mKIAA1869,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",protein-coding
1531,chr2,32083378,32083889,+,0,NA,promoter-TSS (NM_175511),promoter-TSS (NM_175511),72,NM_175511,241303,,NM_175511,ENSMUSG00000050592,Fam78a,A130092J06Rik,"family with sequence similarity 78, member A",protein-coding
3130,chrX,140061534,140062600,+,0,NA,promoter-TSS (NM_177921),promoter-TSS (NM_177921),501,NM_001081668,279706,,NM_001081668,ENSMUSG00000072944,Nup62cl,Gm719,nucleoporin 62 C-terminal like,protein-coding
1219,chr17,33684828,33685191,+,0,NA,TTS (NR_045522),TTS (NR_045522),449,NM_029804,76936,,NM_029804,ENSMUSG00000059208,Hnrnpm,2610023M21Rik|Hnrpm|mKIAA4193,heterogeneous nuclear ribonucleoprotein M,protein-coding
1647,chr2,130361913,130362407,+,0,NA,"exon (NM_001110513, exon 13 of 17)","exon (NM_001110513, exon 13 of 17)",35469,NM_019696,56264,,NM_019696,ENSMUSG00000027408,Cpxm1,Cpx-1|Cpx1|Cpxm,"carboxypeptidase X, M14 family member 1",protein-coding
2075,chr4,134703467,134704088,+,0,NA,"5' UTR (NM_207237, exon 1 of 12)","5' UTR (NM_207237, exon 1 of 12)",513,NM_207237,230815,,NM_207237,ENSMUSG00000037306,Man1c1,-,"mannosidase, alpha, class 1C, member 1",protein-coding
1319,chr18,21651942,21652416,+,0,NA,"exon (NM_001081403, exon 2 of 9)","exon (NM_001081403, exon 2 of 9)",614,NM_001271580,74644,,NM_001271580,,4930426D05Rik,-,RIKEN cDNA 4930426D05 gene,protein-coding
1154,chr16,93683202,93683661,+,0,NA,"exon (NM_173047, exon 1 of 3)","exon (NM_173047, exon 1 of 3)",212,NM_173047,109857,,NM_173047,ENSMUSG00000022947,Cbr3,1110001J05Rik,carbonyl reductase 3,protein-coding
1480,chr19,59260767,59261523,+,0,NA,"intron (NM_172523, intron 1 of 15)",CpG,267,NM_172523,214084,,NM_172523,ENSMUSG00000025094,Slc18a2,1110037L13Rik|9330105E13|Vmat2,"solute carrier family 18 (vesicular monoamine), member 2",protein-coding
1326,chr18,31938980,31939640,+,0,NA,"intron (NM_001379138, intron 1 of 9)",CpG,2034,NM_001379138,225341,,NM_144862,ENSMUSG00000024395,Lims2,PINCH2,LIM and senescent cell antigen like domains 2,protein-coding
190,chr1,191125642,191126248,+,0,NA,Intergenic,CpG,27531,NM_030060,381319,,NM_030060,ENSMUSG00000026630,Batf3,9130211I03Rik|Snft,"basic leucine zipper transcription factor, ATF-like 3",protein-coding
849,chr14,24245027,24245970,+,0,NA,"5' UTR (NM_001163513, exon 1 of 32)","5' UTR (NM_001163513, exon 1 of 32)",422,NM_027726,71228,,NM_027726,ENSMUSG00000021782,Dlg5,4933429D20Rik|mKIAA0583,discs large MAGUK scaffold protein 5,protein-coding
